Duration,Morning,Afternoon,Evening,Night,Weekday,Weekend,Male,Age
343,0,1,0,0,1,0,0,23
1817,0,1,0,0,1,0,0,23
655,0,1,0,0,1,0,0,23
466,0,1,0,0,1,0,0,23
207,0,1,0,0,1,0,0,23
1200,0,0,1,0,1,0,0,23
1375,0,0,1,0,1,0,0,23
248,0,0,1,0,1,0,0,23
619,0,0,1,0,1,0,0,23
192,0,0,1,0,1,0,0,23
467,0,0,1,0,1,0,0,23
610,1,0,0,0,0,1,0,23
556,1,0,0,0,0,1,0,23
1387,0,1,0,0,0,1,0,23
858,0,1,0,0,0,1,0,23
919,0,1,0,0,0,1,0,23
469,0,1,0,0,0,1,0,23
245,0,1,0,0,0,1,0,23
704,0,1,0,0,0,1,0,23
654,0,1,0,0,0,1,0,23
1668,0,1,0,0,0,1,0,23
677,0,1,0,0,0,1,0,23
509,0,0,1,0,0,1,0,23
1544,0,0,1,0,0,1,0,23
632,0,0,1,0,0,1,0,23
523,0,0,1,0,0,1,0,23
338,0,0,1,0,0,1,0,23
1556,0,0,1,0,0,1,0,23
155,1,0,0,0,0,1,0,23
1030,1,0,0,0,0,1,0,23
295,1,0,0,0,0,1,0,23
650,0,1,0,0,0,1,0,23
1254,0,1,0,0,0,1,0,23
1596,0,1,0,0,0,1,0,23
753,0,1,0,0,0,1,0,23
1052,0,1,0,0,0,1,0,23
1406,0,1,0,0,0,1,0,23
422,0,0,1,0,0,1,0,23
746,1,0,0,0,1,0,0,23
584,1,0,0,0,1,0,0,23
1327,1,0,0,0,1,0,0,23
1292,1,0,0,0,1,0,0,23
566,1,0,0,0,1,0,0,23
446,0,1,0,0,1,0,0,23
786,0,1,0,0,1,0,0,23
636,0,0,1,0,1,0,0,23
878,0,0,1,0,1,0,0,23
568,0,0,1,0,1,0,0,23
762,0,0,1,0,1,0,0,23
4,0,0,1,0,1,0,0,23
736,0,0,1,0,1,0,0,23
295,1,0,0,0,1,0,0,23
664,1,0,0,0,1,0,0,23
1437,1,0,0,0,1,0,0,23
17977,1,0,0,0,1,0,0,23
1395,1,0,0,0,1,0,0,23
806,1,0,0,0,1,0,0,23
199,0,1,0,0,1,0,0,23
214,0,1,0,0,1,0,0,23
779,0,1,0,0,1,0,0,23
631,0,1,0,0,1,0,0,23
349,0,0,1,0,1,0,0,23
594,0,0,1,0,1,0,0,23
1278,0,0,1,0,1,0,0,23
1574,0,0,1,0,1,0,0,23
1033,0,0,1,0,1,0,0,23
2040,0,0,1,0,1,0,0,23
416,1,0,0,0,1,0,0,23
298,1,0,0,0,1,0,0,23
323,1,0,0,0,1,0,0,23
1336,1,0,0,0,1,0,0,23
390,1,0,0,0,1,0,0,23
350,1,0,0,0,1,0,0,23
326,1,0,0,0,1,0,0,23
995,1,0,0,0,1,0,0,23
766,1,0,0,0,1,0,0,23
3135,0,1,0,0,1,0,0,23
373,0,1,0,0,1,0,0,23
847,0,1,0,0,1,0,0,23
1022,0,1,0,0,1,0,0,23
907,0,0,1,0,1,0,0,23
1082,0,0,1,0,1,0,0,23
53,0,0,1,0,1,0,0,23
442,0,0,1,0,1,0,0,23
437,0,0,1,0,1,0,0,23
513,0,0,1,0,1,0,0,23
481,0,0,1,0,1,0,0,23
332,1,0,0,0,1,0,0,23
545,1,0,0,0,1,0,0,23
1122,1,0,0,0,1,0,0,23
1379,1,0,0,0,1,0,0,23
552,1,0,0,0,1,0,0,23
880,0,1,0,0,1,0,0,23
871,0,1,0,0,1,0,0,23
868,0,1,0,0,1,0,0,23
1493,0,1,0,0,1,0,0,23
1208,0,0,1,0,1,0,0,23
413,0,0,1,0,1,0,0,23
1097,0,0,1,0,1,0,0,23
212,0,0,1,0,1,0,0,23
1070,0,0,1,0,1,0,0,23
1092,0,0,1,0,1,0,0,23
216,0,0,1,0,1,0,0,23
1194,0,0,1,0,1,0,0,23
1296,0,0,1,0,1,0,0,23
395,1,0,0,0,1,0,0,23
824,0,1,0,0,1,0,0,23
679,0,1,0,0,1,0,0,23
344,1,0,0,0,0,1,0,23
762,1,0,0,0,0,1,0,23
539,1,0,0,0,0,1,0,23
628,1,0,0,0,0,1,0,23
624,1,0,0,0,0,1,0,23
1225,0,1,0,0,0,1,0,23
778,0,1,0,0,0,1,0,23
646,0,1,0,0,0,1,0,23
476,0,1,0,0,0,1,0,23
234,0,0,1,0,0,1,0,23
668,0,0,1,0,0,1,0,23
902,0,0,1,0,0,1,0,23
277,0,0,1,0,0,1,0,23
1164,0,0,0,1,0,1,0,23
231,0,1,0,0,0,1,0,23
247,0,1,0,0,0,1,0,23
1785,0,1,0,0,0,1,0,23
458,0,1,0,0,0,1,0,23
160,0,1,0,0,0,1,0,23
445,0,1,0,0,0,1,0,23
242,0,1,0,0,0,1,0,23
922,0,0,1,0,0,1,0,23
637,0,0,1,0,0,1,0,23
256,0,0,1,0,0,1,0,23
787,0,0,1,0,0,1,0,23
613,0,0,1,0,0,1,0,23
1180,1,0,0,0,1,0,0,24
491,1,0,0,0,1,0,0,24
902,1,0,0,0,1,0,0,24
478,1,0,0,0,1,0,0,24
730,1,0,0,0,1,0,0,24
866,1,0,0,0,1,0,0,24
476,1,0,0,0,1,0,0,24
405,1,0,0,0,1,0,0,24
691,0,1,0,0,1,0,0,24
374,0,1,0,0,1,0,0,24
1029,0,1,0,0,1,0,0,24
490,0,1,0,0,1,0,0,24
774,0,1,0,0,1,0,0,24
834,0,1,0,0,1,0,0,24
731,0,1,0,0,1,0,0,24
409,0,0,1,0,1,0,0,24
1154,0,0,1,0,1,0,0,24
1004,0,0,1,0,1,0,0,24
374,0,0,1,0,1,0,0,24
506,0,0,1,0,1,0,0,24
402,0,0,0,1,0,1,0,24
357,1,0,0,0,0,1,0,24
541,0,1,0,0,0,1,0,24
324,0,1,0,0,0,1,0,24
352,0,1,0,0,0,1,0,24
1664,0,0,0,1,0,1,0,24
1019,0,0,0,1,0,1,0,24
812,1,0,0,0,0,1,0,24
373,1,0,0,0,0,1,0,24
285,1,0,0,0,0,1,0,24
637,1,0,0,0,0,1,0,24
431,0,1,0,0,0,1,0,24
351,0,1,0,0,0,1,0,24
334,0,1,0,0,0,1,0,24
445,0,1,0,0,0,1,0,24
680,0,1,0,0,0,1,0,24
342,0,1,0,0,0,1,0,24
1011,0,1,0,0,0,1,0,24
526,1,0,0,0,1,0,0,24
252,0,1,0,0,1,0,0,24
484,0,0,1,0,1,0,0,24
1029,0,0,1,0,1,0,0,24
671,0,0,1,0,1,0,0,24
477,0,0,0,1,1,0,0,24
417,1,0,0,0,1,0,0,24
1521,0,1,0,0,1,0,0,24
750,0,1,0,0,1,0,0,24
185,0,1,0,0,1,0,0,24
657,0,1,0,0,1,0,0,24
645,0,1,0,0,1,0,0,24
915,0,1,0,0,1,0,0,24
1162,0,1,0,0,1,0,0,24
390,0,0,1,0,1,0,0,24
355,0,0,1,0,1,0,0,24
1102,0,0,1,0,1,0,0,24
516,0,0,0,1,1,0,0,24
835,1,0,0,0,1,0,0,24
487,1,0,0,0,1,0,0,24
1377,1,0,0,0,1,0,0,24
810,1,0,0,0,1,0,0,24
1579,1,0,0,0,1,0,0,24
467,1,0,0,0,1,0,0,24
421,1,0,0,0,1,0,0,24
1228,0,1,0,0,1,0,0,24
1598,0,1,0,0,1,0,0,24
973,0,1,0,0,1,0,0,24
1167,0,1,0,0,1,0,0,24
659,0,1,0,0,1,0,0,24
1541,0,1,0,0,1,0,0,24
743,0,1,0,0,1,0,0,24
570,0,1,0,0,1,0,0,24
1173,0,0,1,0,1,0,0,24
732,0,0,1,0,1,0,0,24
1417,0,0,1,0,1,0,0,24
427,0,0,1,0,1,0,0,24
253,0,0,1,0,1,0,0,24
421,0,0,1,0,1,0,0,24
400,0,0,1,0,1,0,0,24
550,0,0,1,0,1,0,0,24
537,0,0,0,1,1,0,0,24
1029,1,0,0,0,1,0,0,24
628,1,0,0,0,1,0,0,24
786,1,0,0,0,1,0,0,24
1293,1,0,0,0,1,0,0,24
403,1,0,0,0,1,0,0,24
642,0,1,0,0,1,0,0,24
271,0,1,0,0,1,0,0,24
1284,0,1,0,0,1,0,0,24
1433,0,1,0,0,1,0,0,24
1150,0,1,0,0,1,0,0,24
60,0,1,0,0,1,0,0,24
8,0,0,1,0,1,0,0,24
396,0,0,1,0,1,0,0,24
1513,0,0,1,0,1,0,0,24
723,0,0,1,0,1,0,0,24
1469,0,0,1,0,1,0,0,24
691,0,0,1,0,1,0,0,24
862,0,0,1,0,1,0,0,24
718,0,0,1,0,1,0,0,24
1371,0,0,1,0,1,0,0,24
312,0,0,1,0,1,0,0,24
799,1,0,0,0,1,0,0,24
238,1,0,0,0,1,0,0,24
689,1,0,0,0,1,0,0,24
913,1,0,0,0,1,0,0,24
1433,1,0,0,0,1,0,0,24
691,1,0,0,0,1,0,0,24
775,1,0,0,0,1,0,0,24
351,1,0,0,0,1,0,0,24
753,0,1,0,0,1,0,0,24
495,0,1,0,0,1,0,0,24
606,0,1,0,0,1,0,0,24
638,0,1,0,0,1,0,0,24
61,0,1,0,0,1,0,0,24
1011,0,1,0,0,1,0,0,24
243,0,0,1,0,1,0,0,24
220,0,0,1,0,1,0,0,24
608,0,0,1,0,1,0,0,24
486,0,0,1,0,1,0,0,24
184,0,0,1,0,1,0,0,24
853,1,0,0,0,0,1,0,24
1146,1,0,0,0,0,1,0,24
1842,1,0,0,0,0,1,0,24
614,1,0,0,0,0,1,0,24
935,1,0,0,0,0,1,0,24
909,1,0,0,0,0,1,0,24
680,1,0,0,0,0,1,0,24
535,1,0,0,0,0,1,0,24
526,1,0,0,0,0,1,0,24
822,1,0,0,0,0,1,0,24
710,1,0,0,0,0,1,0,24
4168,1,0,0,0,0,1,0,24
209,0,1,0,0,0,1,0,24
818,0,1,0,0,0,1,0,24
409,0,1,0,0,0,1,0,24
1101,0,1,0,0,0,1,0,24
1057,0,0,1,0,0,1,0,24
212,0,0,1,0,0,1,0,24
215,0,0,1,0,0,1,0,24
333,0,0,1,0,0,1,0,24
599,0,0,1,0,0,1,0,24
268,0,0,1,0,0,1,0,24
1093,0,0,1,0,0,1,0,24
520,1,0,0,0,0,1,0,24
418,1,0,0,0,0,1,0,24
629,1,0,0,0,0,1,0,24
523,0,1,0,0,0,1,0,24
384,0,1,0,0,0,1,0,24
1180,0,1,0,0,0,1,0,24
973,0,1,0,0,0,1,0,24
1171,0,1,0,0,0,1,0,24
2171,0,0,1,0,0,1,0,24
860,1,0,0,0,1,0,0,24
866,1,0,0,0,1,0,0,24
551,1,0,0,0,1,0,0,24
1042,1,0,0,0,1,0,0,24
870,1,0,0,0,1,0,0,24
659,1,0,0,0,1,0,0,24
1636,1,0,0,0,1,0,0,24
276,1,0,0,0,1,0,0,24
585,0,1,0,0,1,0,0,24
667,0,1,0,0,1,0,0,24
884,0,1,0,0,1,0,0,24
524,0,1,0,0,1,0,0,24
234,0,1,0,0,1,0,0,24
1519,0,0,1,0,1,0,0,24
791,0,0,1,0,1,0,0,24
654,0,0,1,0,1,0,0,24
1359,0,0,1,0,1,0,0,24
786,0,0,1,0,1,0,0,24
1012,0,0,1,0,1,0,0,24
782,0,0,1,0,1,0,0,24
607,0,0,1,0,1,0,0,24
841,0,0,1,0,1,0,0,24
687,0,0,1,0,1,0,0,24
812,0,0,0,1,1,0,0,24
823,1,0,0,0,1,0,0,24
494,1,0,0,0,1,0,0,24
1682,1,0,0,0,1,0,0,24
550,1,0,0,0,1,0,0,24
808,1,0,0,0,1,0,0,24
1185,1,0,0,0,1,0,0,24
761,1,0,0,0,1,0,0,24
414,1,0,0,0,1,0,0,24
1275,1,0,0,0,1,0,0,24
541,1,0,0,0,1,0,0,24
695,0,1,0,0,1,0,0,24
988,0,1,0,0,1,0,0,24
588,0,1,0,0,1,0,0,24
505,0,1,0,0,1,0,0,24
825,0,1,0,0,1,0,0,24
1009,0,0,1,0,1,0,0,24
1071,0,0,1,0,1,0,0,24
489,0,0,1,0,1,0,0,24
1030,0,0,1,0,1,0,0,24
376,0,0,1,0,1,0,0,24
486,0,1,0,0,1,0,0,24
996,0,0,1,0,1,0,0,24
531,0,0,1,0,1,0,0,24
505,1,0,0,0,1,0,0,24
1253,1,0,0,0,1,0,0,24
549,1,0,0,0,1,0,0,24
882,1,0,0,0,1,0,0,24
417,1,0,0,0,1,0,0,24
242,1,0,0,0,1,0,0,24
282,1,0,0,0,1,0,0,24
674,1,0,0,0,1,0,0,24
512,0,1,0,0,1,0,0,24
585,0,1,0,0,1,0,0,24
845,0,1,0,0,1,0,0,24
603,0,1,0,0,1,0,0,24
1241,0,1,0,0,1,0,0,24
707,0,1,0,0,1,0,0,24
257,0,1,0,0,1,0,0,24
472,0,1,0,0,1,0,0,24
656,0,1,0,0,1,0,0,24
715,0,1,0,0,1,0,0,24
502,0,1,0,0,1,0,0,24
934,0,0,1,0,1,0,0,24
652,0,0,1,0,1,0,0,24
1468,0,0,1,0,1,0,0,24
198,0,0,1,0,1,0,0,24
181,0,0,1,0,1,0,0,24
189,0,0,1,0,1,0,0,24
819,0,0,1,0,1,0,0,24
442,0,0,0,1,1,0,0,24
632,1,0,0,0,1,0,0,24
504,1,0,0,0,1,0,0,24
1005,1,0,0,0,1,0,0,24
413,1,0,0,0,1,0,0,24
142,1,0,0,0,1,0,0,24
588,1,0,0,0,1,0,0,24
1083,0,1,0,0,1,0,0,24
476,0,1,0,0,1,0,0,24
638,0,1,0,0,1,0,0,24
300,0,1,0,0,1,0,0,24
392,0,1,0,0,1,0,0,24
431,0,1,0,0,1,0,0,24
442,0,1,0,0,1,0,0,24
554,0,1,0,0,1,0,0,24
272,0,1,0,0,1,0,0,24
671,0,1,0,0,1,0,0,24
251,0,1,0,0,1,0,0,24
519,0,1,0,0,1,0,0,24
608,0,1,0,0,1,0,0,24
837,0,1,0,0,1,0,0,24
932,0,0,1,0,1,0,0,24
1080,0,0,1,0,1,0,0,24
518,0,0,1,0,1,0,0,24
1168,0,0,1,0,1,0,0,24
328,0,0,1,0,1,0,0,24
678,0,0,1,0,1,0,0,24
1009,0,0,1,0,1,0,0,24
993,0,0,1,0,1,0,0,24
941,0,0,1,0,1,0,0,24
257,0,0,0,1,0,1,0,24
1065,0,0,0,1,0,1,0,24
212,1,0,0,0,0,1,0,24
212,1,0,0,0,0,1,0,24
407,1,0,0,0,0,1,0,24
1086,1,0,0,0,0,1,0,24
345,0,1,0,0,0,1,0,24
273,0,1,0,0,0,1,0,24
1504,0,1,0,0,0,1,0,24
874,0,0,1,0,0,1,0,24
290,1,0,0,0,0,1,0,24
394,1,0,0,0,0,1,0,24
628,0,1,0,0,0,1,0,24
530,0,1,0,0,0,1,0,24
7649,0,1,0,0,0,1,0,24
423,0,1,0,0,0,1,0,24
84,0,1,0,0,0,1,0,24
400,0,1,0,0,0,1,0,24
344,0,1,0,0,0,1,0,24
465,0,0,1,0,0,1,0,24
262,0,0,1,0,0,1,0,24
286,0,0,1,0,0,1,0,24
613,0,0,1,0,0,1,0,24
913,1,0,0,0,1,0,0,24
447,1,0,0,0,1,0,0,24
863,1,0,0,0,1,0,0,24
414,1,0,0,0,1,0,0,24
385,1,0,0,0,1,0,0,24
676,1,0,0,0,1,0,0,24
121,1,0,0,0,1,0,0,24
897,1,0,0,0,1,0,0,24
1470,1,0,0,0,1,0,0,24
659,0,1,0,0,1,0,0,24
413,0,1,0,0,1,0,0,24
578,0,1,0,0,1,0,0,24
486,0,1,0,0,1,0,0,24
595,0,1,0,0,1,0,0,24
1485,0,1,0,0,1,0,0,24
326,0,1,0,0,1,0,0,24
787,0,1,0,0,1,0,0,24
481,0,1,0,0,1,0,0,24
348,0,1,0,0,1,0,0,24
978,0,0,1,0,1,0,0,24
680,0,0,1,0,1,0,0,24
795,0,0,1,0,1,0,0,24
1030,0,0,1,0,1,0,0,24
518,0,0,1,0,1,0,0,24
1193,0,0,1,0,1,0,0,24
717,0,0,1,0,1,0,0,24
1030,0,0,1,0,1,0,0,24
898,0,0,1,0,1,0,0,24
1344,0,0,1,0,1,0,0,24
585,0,0,1,0,1,0,0,24
1054,0,0,1,0,1,0,0,24
215,1,0,0,0,1,0,0,24
982,1,0,0,0,1,0,0,24
625,1,0,0,0,1,0,0,24
501,1,0,0,0,1,0,0,24
1007,1,0,0,0,1,0,0,24
520,1,0,0,0,1,0,0,24
578,1,0,0,0,1,0,0,24
617,1,0,0,0,1,0,0,24
757,1,0,0,0,1,0,0,24
735,1,0,0,0,1,0,0,24
328,0,1,0,0,1,0,0,24
434,0,1,0,0,1,0,0,24
930,0,1,0,0,1,0,0,24
649,0,1,0,0,1,0,0,24
1069,0,1,0,0,1,0,0,24
988,0,1,0,0,1,0,0,24
815,0,1,0,0,1,0,0,24
252,0,1,0,0,1,0,0,24
220,0,1,0,0,1,0,0,24
1576,0,0,1,0,1,0,0,24
488,0,0,1,0,1,0,0,24
867,0,0,1,0,1,0,0,24
1543,0,0,1,0,1,0,0,24
6,0,0,1,0,1,0,0,24
149,0,0,1,0,1,0,0,24
357,0,0,1,0,1,0,0,24
483,0,0,1,0,1,0,0,24
371,0,0,1,0,1,0,0,24
760,0,0,1,0,1,0,0,24
471,0,0,1,0,1,0,0,24
871,0,0,1,0,1,0,0,24
504,0,0,1,0,1,0,0,24
1129,0,0,1,0,1,0,0,24
378,1,0,0,0,1,0,0,24
397,1,0,0,0,1,0,0,24
1184,1,0,0,0,1,0,0,24
905,1,0,0,0,1,0,0,24
1403,1,0,0,0,1,0,0,24
985,1,0,0,0,1,0,0,24
332,1,0,0,0,1,0,0,24
522,1,0,0,0,1,0,0,24
303,1,0,0,0,1,0,0,24
101,0,1,0,0,1,0,0,24
428,0,1,0,0,1,0,0,24
1101,0,1,0,0,1,0,0,24
555,0,1,0,0,1,0,0,24
106,0,1,0,0,1,0,0,24
816,0,1,0,0,1,0,0,24
724,0,0,1,0,1,0,0,24
7993,0,0,1,0,1,0,0,24
808,0,0,1,0,1,0,0,24
814,0,0,1,0,1,0,0,24
346,0,0,1,0,1,0,0,24
1006,0,0,1,0,1,0,0,24
1339,0,0,1,0,1,0,0,24
227,0,0,1,0,1,0,0,24
1076,0,0,1,0,1,0,0,24
703,0,0,1,0,1,0,0,24
340,0,0,1,0,1,0,0,24
962,1,0,0,0,1,0,0,24
716,1,0,0,0,1,0,0,24
683,1,0,0,0,1,0,0,24
561,1,0,0,0,1,0,0,24
1204,0,1,0,0,1,0,0,24
772,0,1,0,0,1,0,0,24
1783,0,1,0,0,1,0,0,24
964,0,0,1,0,1,0,0,24
807,0,0,1,0,1,0,0,24
411,0,0,1,0,1,0,0,24
1466,0,0,1,0,1,0,0,24
667,0,0,1,0,1,0,0,24
524,0,0,0,1,1,0,0,24
466,1,0,0,0,1,0,0,24
1409,1,0,0,0,1,0,0,24
791,1,0,0,0,1,0,0,24
774,0,1,0,0,1,0,0,24
290,0,1,0,0,1,0,0,24
924,0,0,1,0,1,0,0,24
1568,0,0,1,0,1,0,0,24
728,0,0,1,0,1,0,0,24
39,0,0,1,0,1,0,0,24
596,0,0,1,0,1,0,0,24
1384,0,0,1,0,1,0,0,24
259,0,0,1,0,1,0,0,24
643,1,0,0,0,0,1,0,24
351,1,0,0,0,0,1,0,24
279,1,0,0,0,0,1,0,24
492,1,0,0,0,0,1,0,24
4,1,0,0,0,0,1,0,24
391,0,1,0,0,0,1,0,24
1113,0,1,0,0,0,1,0,24
485,0,1,0,0,0,1,0,24
370,0,1,0,0,0,1,0,24
648,0,0,1,0,0,1,0,24
280,0,0,1,0,0,1,0,24
409,0,0,1,0,0,1,0,24
248,0,0,0,1,0,1,0,24
806,0,0,0,1,0,1,0,24
919,1,0,0,0,0,1,0,24
330,1,0,0,0,0,1,0,24
320,0,1,0,0,0,1,0,24
2236,0,1,0,0,0,1,0,24
1395,0,1,0,0,0,1,0,24
337,0,1,0,0,0,1,0,24
307,0,1,0,0,0,1,0,24
207,0,0,1,0,0,1,0,24
145,0,0,1,0,0,1,0,24
3,0,0,1,0,0,1,0,24
414,0,0,1,0,0,1,0,24
1213,0,0,1,0,0,1,0,24
125,0,0,1,0,0,1,0,24
483,0,0,1,0,0,1,0,24
838,1,0,0,0,1,0,0,24
1006,1,0,0,0,1,0,0,24
778,1,0,0,0,1,0,0,24
1172,1,0,0,0,1,0,0,24
634,0,1,0,0,1,0,0,24
485,0,1,0,0,1,0,0,24
624,0,1,0,0,1,0,0,24
907,0,1,0,0,1,0,0,24
588,0,1,0,0,1,0,0,24
388,0,1,0,0,1,0,0,24
444,0,0,1,0,1,0,0,24
1439,0,0,1,0,1,0,0,24
1271,0,0,1,0,1,0,0,24
842,0,0,1,0,1,0,0,24
677,0,0,1,0,1,0,0,24
1555,0,0,1,0,1,0,0,24
1043,0,0,1,0,1,0,0,24
773,0,0,1,0,1,0,0,24
375,0,0,1,0,1,0,0,24
853,0,0,1,0,1,0,0,24
372,0,0,1,0,1,0,0,24
329,0,0,1,0,1,0,0,24
673,0,0,1,0,1,0,0,24
889,0,0,1,0,1,0,0,24
911,0,0,1,0,1,0,0,24
480,1,0,0,0,1,0,0,24
718,1,0,0,0,1,0,0,24
961,1,0,0,0,1,0,0,24
1274,1,0,0,0,1,0,0,24
443,1,0,0,0,1,0,0,24
393,1,0,0,0,1,0,0,24
941,0,1,0,0,1,0,0,24
501,0,1,0,0,1,0,0,24
324,0,1,0,0,1,0,0,24
635,0,1,0,0,1,0,0,24
229,0,1,0,0,1,0,0,24
781,0,1,0,0,1,0,0,24
455,0,0,1,0,1,0,0,24
1100,0,0,1,0,1,0,0,24
911,0,0,1,0,1,0,0,24
271,0,0,1,0,1,0,0,24
939,0,0,1,0,1,0,0,24
609,0,0,1,0,1,0,0,24
625,0,0,1,0,1,0,0,24
623,1,0,0,0,1,0,0,24
806,1,0,0,0,1,0,0,24
530,1,0,0,0,1,0,0,24
905,1,0,0,0,1,0,0,24
569,1,0,0,0,1,0,0,24
1280,1,0,0,0,1,0,0,24
572,1,0,0,0,1,0,0,24
483,0,1,0,0,1,0,0,24
327,0,1,0,0,1,0,0,24
458,0,1,0,0,1,0,0,24
495,0,1,0,0,1,0,0,24
492,0,1,0,0,1,0,0,24
527,0,1,0,0,1,0,0,24
984,0,1,0,0,1,0,0,24
890,0,1,0,0,1,0,0,24
262,0,1,0,0,1,0,0,24
467,0,1,0,0,1,0,0,24
521,0,0,1,0,1,0,0,24
1272,0,0,1,0,1,0,0,24
1274,0,0,1,0,1,0,0,24
512,0,0,1,0,1,0,0,24
334,0,0,1,0,1,0,0,24
969,0,0,1,0,1,0,0,24
611,0,0,1,0,1,0,0,24
596,0,0,1,0,1,0,0,24
472,0,0,1,0,1,0,0,24
938,0,0,1,0,1,0,0,24
207,0,0,1,0,1,0,0,24
291,0,0,1,0,1,0,0,24
417,1,0,0,0,1,0,0,24
457,1,0,0,0,1,0,0,24
545,1,0,0,0,1,0,0,24
536,1,0,0,0,1,0,0,24
706,1,0,0,0,1,0,0,24
1315,1,0,0,0,1,0,0,24
898,1,0,0,0,1,0,0,24
727,1,0,0,0,1,0,0,24
435,1,0,0,0,1,0,0,24
727,0,1,0,0,1,0,0,24
13,0,1,0,0,1,0,0,24
462,0,1,0,0,1,0,0,24
999,0,1,0,0,1,0,0,24
625,0,1,0,0,1,0,0,24
433,0,1,0,0,1,0,0,24
923,0,1,0,0,1,0,0,24
404,0,1,0,0,1,0,0,24
312,0,1,0,0,1,0,0,24
826,0,1,0,0,1,0,0,24
556,0,1,0,0,1,0,0,24
674,0,1,0,0,1,0,0,24
280,0,1,0,0,1,0,0,24
677,0,1,0,0,1,0,0,24
971,0,1,0,0,1,0,0,24
1010,0,0,1,0,1,0,0,24
941,0,0,1,0,1,0,0,24
1141,0,0,1,0,1,0,0,24
1411,0,0,1,0,1,0,0,24
921,0,0,1,0,1,0,0,24
1111,0,0,1,0,1,0,0,24
1218,0,0,1,0,1,0,0,24
1258,0,0,1,0,1,0,0,24
924,0,0,1,0,1,0,0,24
311,0,0,1,0,1,0,0,24
801,0,0,1,0,1,0,0,24
765,1,0,0,0,1,0,0,24
837,1,0,0,0,1,0,0,24
481,1,0,0,0,1,0,0,24
516,1,0,0,0,1,0,0,24
243,1,0,0,0,1,0,0,24
777,1,0,0,0,1,0,0,24
1167,0,1,0,0,1,0,0,24
1238,0,1,0,0,1,0,0,24
537,0,1,0,0,1,0,0,24
395,0,1,0,0,1,0,0,24
341,0,1,0,0,1,0,0,24
713,0,1,0,0,1,0,0,24
18,0,1,0,0,1,0,0,24
560,0,1,0,0,1,0,0,24
886,0,1,0,0,1,0,0,24
480,0,1,0,0,1,0,0,24
369,0,1,0,0,1,0,0,24
423,0,0,1,0,1,0,0,24
766,0,0,1,0,1,0,0,24
163,0,0,1,0,1,0,0,24
3013,0,0,1,0,1,0,0,24
706,0,0,1,0,1,0,0,24
1250,0,0,1,0,1,0,0,24
1062,0,0,0,1,0,1,0,24
630,0,0,0,1,0,1,0,24
457,0,0,0,1,0,1,0,24
908,0,0,0,1,0,1,0,24
394,1,0,0,0,0,1,0,24
755,1,0,0,0,0,1,0,24
986,1,0,0,0,0,1,0,24
321,1,0,0,0,0,1,0,24
838,1,0,0,0,0,1,0,24
1662,1,0,0,0,0,1,0,24
655,1,0,0,0,0,1,0,24
356,1,0,0,0,0,1,0,24
873,0,1,0,0,0,1,0,24
583,0,1,0,0,0,1,0,24
333,0,1,0,0,0,1,0,24
1164,0,1,0,0,0,1,0,24
592,0,0,1,0,0,1,0,24
693,0,0,1,0,0,1,0,24
532,0,0,1,0,0,1,0,24
1397,0,0,1,0,0,1,0,24
468,0,0,1,0,0,1,0,24
1125,0,0,1,0,0,1,0,24
418,0,0,1,0,0,1,0,24
726,0,0,1,0,0,1,0,24
968,0,0,1,0,0,1,0,24
284,0,0,0,1,0,1,0,24
363,0,0,0,1,0,1,0,24
505,1,0,0,0,0,1,0,24
276,1,0,0,0,0,1,0,24
268,0,1,0,0,0,1,0,24
189,0,1,0,0,0,1,0,24
580,0,1,0,0,0,1,0,24
270,0,1,0,0,0,1,0,24
566,0,0,1,0,0,1,0,24
483,0,0,1,0,0,1,0,24
1263,0,0,1,0,0,1,0,24
255,0,0,1,0,0,1,0,24
841,0,0,0,1,1,0,0,24
481,1,0,0,0,1,0,0,24
796,1,0,0,0,1,0,0,24
1121,1,0,0,0,1,0,0,24
1045,1,0,0,0,1,0,0,24
1337,1,0,0,0,1,0,0,24
419,1,0,0,0,1,0,0,24
663,1,0,0,0,1,0,0,24
620,1,0,0,0,1,0,0,24
415,1,0,0,0,1,0,0,24
227,0,1,0,0,1,0,0,24
384,0,1,0,0,1,0,0,24
514,0,1,0,0,1,0,0,24
442,0,1,0,0,1,0,0,24
1380,0,1,0,0,1,0,0,24
286,0,1,0,0,1,0,0,24
195,0,1,0,0,1,0,0,24
554,0,0,1,0,1,0,0,24
492,0,0,1,0,1,0,0,24
294,0,0,1,0,1,0,0,24
748,0,0,1,0,1,0,0,24
1163,0,0,1,0,1,0,0,24
857,0,0,1,0,1,0,0,24
485,0,0,1,0,1,0,0,24
760,0,0,1,0,1,0,0,24
793,0,0,1,0,1,0,0,24
220,1,0,0,0,1,0,0,24
680,1,0,0,0,1,0,0,24
988,1,0,0,0,1,0,0,24
455,1,0,0,0,1,0,0,24
1098,1,0,0,0,1,0,0,24
418,1,0,0,0,1,0,0,24
1131,1,0,0,0,1,0,0,24
746,1,0,0,0,1,0,0,24
539,1,0,0,0,1,0,0,24
970,0,1,0,0,1,0,0,24
973,0,1,0,0,1,0,0,24
1216,0,1,0,0,1,0,0,24
990,0,1,0,0,1,0,0,24
361,0,1,0,0,1,0,0,24
969,0,1,0,0,1,0,0,24
264,0,0,1,0,1,0,0,24
654,0,0,1,0,1,0,0,24
